2434.0	1.0
2435.0	1.0000000000000002
2436.0	1.0
2437.0	1.0000000000000002
2438.0	1.0000000000000002
2439.0	1.0000000000000002
2440.0	1.0000000000000002
2441.0	1.0
2442.0	1.0000000000000002
2443.0	1.0
2444.0	1.0
2445.0	1.0000000000000002
2446.0	1.0
2447.0	1.0000000000000002
2448.0	1.0
2449.0	1.0
2450.0	1.0
2451.0	0.9999999999999999
2452.0	1.0000000000000004
2453.0	0.9999999999999999
2454.0	1.0000000000000004
2455.0	1.0000000000000002
2456.0	0.9999999999999998
2457.0	1.0000000000000002
2458.0	1.0
2459.0	0.9999999999999998
2460.0	1.0000000000000002
2461.0	1.0
2462.0	1.0
2463.0	1.0
2464.0	1.0
2465.0	1.0
2466.0	1.0
2467.0	1.0
2468.0	1.0000000000000004
2469.0	0.9999999999999999
2470.0	1.0
2471.0	1.0000000000000004
2472.0	0.9999999999999998
2473.0	1.0000000000000004
2474.0	1.0000000000000004
2475.0	1.0000000000000002
2476.0	1.0000000000000002
2477.0	1.0000000000000002
2478.0	0.9999999999999998
2479.0	1.0000000000000002
2480.0	1.0000000000000002
2481.0	1.0000000000000002
2482.0	1.0000000000000002
2483.0	1.0
2484.0	1.0000000000000002
2485.0	1.0000000000000002
2486.0	1.0
2487.0	1.0000000000000004
2488.0	0.9999999999999999
2489.0	1.0
2490.0	1.0
2491.0	0.9999999999999999
2492.0	1.0000000000000004
2493.0	1.0000000000000002
2494.0	1.0000000000000002
2495.0	1.0000000000000002
2496.0	1.0000000000000002
2497.0	1.0000000000000002
2498.0	1.0000000000000002
2499.0	1.0000000000000002
2500.0	1.0000000000000002
2501.0	1.0000000000000002
2502.0	1.0
2503.0	1.0
2504.0	1.0000000000000004
2505.0	1.0
2506.0	1.0
2507.0	1.0
2508.0	1.0000000000000004
2509.0	0.9999999999999998
2510.0	1.0
2511.0	1.0
2512.0	1.0
2513.0	1.0
2514.0	1.0
2515.0	1.0
2516.0	1.0
2517.0	0.9999999999999999
2518.0	1.0
2519.0	1.0
2520.0	1.0000000000000004
2521.0	1.0000000000000004
2522.0	1.0000000000000002
2523.0	1.0000000000000002
2524.0	0.9999999999999998
2525.0	1.0000000000000002
2526.0	0.9999999999999998
2527.0	1.0000000000000004
2528.0	1.0
2529.0	0.9999999999999998
2530.0	1.0
2531.0	1.0
2532.0	1.0
2533.0	1.0
2534.0	1.0
2535.0	1.0000000000000002
2536.0	0.9999999999999998
2537.0	1.0000000000000002
2538.0	1.0000000000000002
2539.0	1.0000000000000002
2540.0	1.0000000000000002
2541.0	1.0000000000000004
2542.0	0.9999999999999998
2543.0	1.0
2544.0	1.0
2545.0	1.0
2546.0	1.0000000000000004
2547.0	1.0
2548.0	1.0
2549.0	1.0
2550.0	1.0
2551.0	0.9999999999999998
2552.0	1.0
2553.0	1.0000000000000002
2554.0	0.9999999999999998
2555.0	1.0000000000000002
2556.0	1.0000000000000004
2557.0	1.0000000000000002
2558.0	1.0000000000000002
2559.0	1.0
2560.0	0.9999999999999999
2561.0	1.0
2562.0	1.0
2563.0	1.0
2564.0	1.0000000000000004
2565.0	0.9999999999999999
2566.0	1.0000000000000004
2567.0	1.0
2568.0	1.0
2569.0	1.0000000000000002
2570.0	1.0
2571.0	1.0000000000000002
2572.0	1.0
2573.0	1.0
2574.0	1.0
2575.0	1.0
2576.0	1.0000000000000004
2577.0	0.9999999999999998
2578.0	1.0000000000000004
2579.0	1.0000000000000002
2580.0	1.0000000000000002
2581.0	1.0000000000000002
2582.0	1.0
2583.0	1.0000000000000002
2584.0	1.0
2585.0	1.0
2586.0	1.0
2587.0	1.0000000000000004
2588.0	0.9999999999999999
2589.0	1.0000000000000004
2590.0	0.9999999999999998
2591.0	1.0000000000000002
2592.0	1.0000000000000002
2593.0	1.0
2594.0	1.0
2595.0	1.0
2596.0	1.0
2597.0	1.0
2598.0	1.0000000000000004
2599.0	1.0
2600.0	1.0000000000000004
2601.0	0.9999999999999998
2602.0	0.9999999999999998
2603.0	1.0000000000000002
2604.0	1.0000000000000002
2605.0	1.0000000000000002
2606.0	1.0000000000000002
2607.0	1.0
2608.0	1.0
2609.0	1.0
2610.0	1.0
2611.0	1.0
2612.0	1.0000000000000004
2613.0	1.0
2614.0	1.0000000000000004
2615.0	1.0000000000000002
2616.0	1.0000000000000002
2617.0	1.0000000000000002
2618.0	1.0
2619.0	1.0
2620.0	1.0
2621.0	0.9999999999999999
2622.0	1.0000000000000002
2623.0	1.0000000000000002
2624.0	0.9999999999999999
2625.0	0.9999999999999998
2626.0	0.9999999999999999
2627.0	1.0
2628.0	1.0000000000000002
2629.0	1.0
2630.0	1.0
2631.0	1.0
2632.0	1.0
2633.0	1.0
2634.0	1.0000000000000004
2635.0	0.9999999999999998
2636.0	1.0000000000000002
2637.0	1.0000000000000002
2638.0	1.0
2639.0	1.0000000000000002
2640.0	1.0000000000000002
2641.0	1.0000000000000002
2642.0	1.0
2643.0	1.0
2644.0	1.0
2645.0	1.0
2646.0	1.0
2647.0	1.0
2648.0	1.0
2649.0	1.0000000000000002
2650.0	0.9999999999999998
2651.0	1.0000000000000002
2652.0	1.0
2653.0	1.0
2654.0	1.0
2655.0	1.0
2656.0	1.0000000000000004
2657.0	1.0
2658.0	1.0000000000000002
2659.0	1.0000000000000002
2660.0	1.0
2661.0	1.0000000000000002
2662.0	1.0
2663.0	1.0
2664.0	1.0
2665.0	1.0000000000000002
2666.0	1.0
2667.0	1.0000000000000002
2668.0	1.0000000000000002
2669.0	1.0
2670.0	1.0
2671.0	0.9999999999999999
2672.0	1.0000000000000004
2673.0	1.0
2674.0	1.0000000000000002
2675.0	1.0000000000000002
2676.0	1.0000000000000002
2677.0	1.0
2678.0	1.0
2679.0	1.0
2680.0	1.0
2681.0	1.0
2682.0	1.0000000000000002
2683.0	1.0000000000000002
2684.0	0.9999999999999998
2685.0	1.0000000000000002
2686.0	1.0000000000000002
2687.0	1.0
2688.0	1.0
2689.0	1.0
2690.0	1.0
2691.0	1.0000000000000002
2692.0	1.0000000000000002
2693.0	1.0000000000000002
2694.0	1.0
2695.0	1.0000000000000002
2696.0	1.0
2697.0	1.0
2698.0	1.0000000000000004
2699.0	1.0000000000000002
2700.0	1.0
2701.0	1.0000000000000002
2702.0	1.0000000000000002
2703.0	1.0
2704.0	1.0
2705.0	1.0
2706.0	1.0000000000000002
2707.0	1.0000000000000002
2708.0	1.0000000000000002
2709.0	1.0
2710.0	1.0000000000000002
2711.0	1.0
2712.0	1.0
2713.0	1.0
2714.0	1.0
2715.0	1.0000000000000002
2716.0	1.0000000000000002
2717.0	1.0000000000000002
2718.0	1.0
2719.0	1.0
2720.0	1.0000000000000002
2721.0	1.0
2722.0	1.0
2723.0	1.0
2724.0	1.0
2725.0	1.0
2726.0	1.0000000000000004
2727.0	0.9999999999999999
2728.0	1.0
2729.0	1.0000000000000004
2730.0	1.0000000000000002
2731.0	1.0
2732.0	1.0000000000000002
2733.0	1.0
2734.0	1.0000000000000004
2735.0	1.0
2736.0	1.0000000000000002
2737.0	1.0000000000000002
2738.0	1.0000000000000002
2739.0	1.0
2740.0	1.0000000000000002
2741.0	1.0000000000000002
2742.0	1.0000000000000002
2743.0	1.0
2744.0	1.0
2745.0	1.0000000000000004
2746.0	1.0000000000000002
2747.0	1.0000000000000004
2748.0	1.0000000000000002
2749.0	1.0
2750.0	1.0000000000000002
2751.0	1.0000000000000004
2752.0	0.9999999999999999
2753.0	1.0000000000000002
2754.0	0.9999999999999998
2755.0	1.0
2756.0	1.0
2757.0	1.0
2758.0	0.9999999999999998
2759.0	1.0000000000000004
2760.0	1.0000000000000002
2761.0	1.0000000000000002
2762.0	1.0
2763.0	1.0
2764.0	1.0000000000000004
2765.0	1.0
2766.0	1.0000000000000004
2767.0	1.0000000000000002
2768.0	1.0000000000000002
2769.0	1.0
2770.0	1.0
2771.0	1.0
2772.0	1.0000000000000004
2773.0	1.0000000000000002
2774.0	1.0
2775.0	1.0
2776.0	1.0000000000000004
2777.0	0.9999999999999998
2778.0	1.0000000000000002
2779.0	1.0
2780.0	1.0000000000000002
2781.0	1.0
2782.0	1.0
2783.0	1.0
2784.0	1.0
2785.0	1.0000000000000002
2786.0	1.0000000000000002
2787.0	1.0000000000000002
2788.0	1.0
2789.0	1.0
2790.0	1.0
2791.0	1.0000000000000004
2792.0	1.0000000000000002
2793.0	1.0
2794.0	0.9999999999999999
2795.0	1.0
2796.0	1.0
2797.0	1.0000000000000002
2798.0	1.0
2799.0	1.0
2800.0	1.0
2801.0	1.0000000000000004
2802.0	1.0000000000000004
2803.0	1.0
2804.0	1.0
2805.0	1.0
2806.0	1.0
2807.0	1.0000000000000002
2808.0	1.0
2809.0	1.0
2810.0	1.0000000000000004
2811.0	0.9999999999999998
2812.0	1.0000000000000002
2813.0	1.0
2814.0	1.0
2815.0	1.0000000000000002
2816.0	0.9999999999999998
2817.0	1.0
2818.0	1.0
2819.0	1.0
2820.0	1.0
2821.0	1.0000000000000004
2822.0	1.0000000000000002
2823.0	1.0
2824.0	1.0
2825.0	1.0
2826.0	1.0000000000000002
2827.0	1.0000000000000002
2828.0	1.0
2829.0	1.0
2830.0	1.0000000000000004
2831.0	0.9999999999999999
2832.0	1.0000000000000002
2833.0	1.0
2834.0	1.0
2835.0	0.9999999999999999
2836.0	1.0
2837.0	1.0000000000000002
2838.0	1.0000000000000004
2839.0	1.0000000000000002
2840.0	1.0000000000000002
2841.0	1.0000000000000002
2842.0	1.0
2843.0	1.0
2844.0	1.0000000000000002
2845.0	1.0000000000000002
2846.0	0.9999999999999998
2847.0	1.0
2848.0	1.0
2849.0	1.0
2850.0	1.0000000000000002
2851.0	1.0000000000000002
2852.0	1.0000000000000002
2853.0	1.0
2854.0	1.0000000000000004
2855.0	0.9999999999999999
2856.0	1.0000000000000002
2857.0	1.0
2858.0	1.0
2859.0	1.0000000000000004
2860.0	1.0000000000000002
2861.0	1.0000000000000002
2862.0	1.0
2863.0	1.0
2864.0	1.0
2865.0	1.0000000000000004
2866.0	1.0
2867.0	1.0
2868.0	1.0
2869.0	1.0000000000000002
2870.0	1.0000000000000002
2871.0	1.0000000000000002
2872.0	1.0
2873.0	1.0000000000000004
2874.0	1.0
2875.0	1.0000000000000002
2876.0	0.9999999999999998
2877.0	1.0
2878.0	1.0
2879.0	1.0
2880.0	0.9999999999999998
2881.0	1.0000000000000002
2882.0	1.0
2883.0	1.0
2884.0	1.0000000000000004
2885.0	1.0000000000000002
2886.0	1.0
2887.0	1.0
2888.0	1.0
2889.0	1.0000000000000002
2890.0	1.0
2891.0	1.0000000000000004
2892.0	1.0000000000000004
2893.0	1.0000000000000002
2894.0	1.0
2895.0	1.0
2896.0	1.0000000000000002
2897.0	1.0000000000000002
2898.0	1.0000000000000002
2899.0	1.0
2900.0	0.9999999999999999
2901.0	1.0000000000000004
2902.0	1.0000000000000002
2903.0	1.0000000000000002
2904.0	1.0
2905.0	1.0
2906.0	1.0000000000000002
2907.0	1.0000000000000002
2908.0	1.0
2909.0	1.0
2910.0	1.0000000000000004
2911.0	1.0000000000000002
2912.0	1.0
2913.0	1.0
2914.0	1.0
2915.0	1.0
2916.0	1.0
2917.0	1.0000000000000004
2918.0	1.0000000000000002
2919.0	1.0000000000000002
2920.0	1.0
2921.0	1.0
2922.0	0.9999999999999999
2923.0	1.0000000000000004
2924.0	1.0000000000000002
2925.0	1.0000000000000002
2926.0	1.0000000000000004
2927.0	1.0000000000000004
2928.0	1.0000000000000002
2929.0	1.0000000000000002
2930.0	1.0000000000000002
2931.0	1.0
2932.0	1.0000000000000002
2933.0	1.0000000000000002
2934.0	1.0
2935.0	1.0
2936.0	1.0000000000000002
2937.0	1.0000000000000002
2938.0	1.0
2939.0	1.0
2940.0	1.0000000000000004
2941.0	1.0000000000000002
2942.0	1.0
2943.0	1.0
2944.0	1.0
2945.0	1.0
2946.0	1.0
2947.0	1.0
2948.0	1.0000000000000004
2949.0	1.0
2950.0	1.0000000000000002
2951.0	1.0000000000000004
2952.0	0.9999999999999999
2953.0	1.0000000000000004
2954.0	1.0
2955.0	1.0
2956.0	1.0
2957.0	1.0000000000000002
2958.0	1.0000000000000002
2959.0	1.0
2960.0	1.0
2961.0	0.9999999999999998
2962.0	1.0000000000000002
2963.0	1.0
2964.0	1.0000000000000004
2965.0	1.0000000000000002
2966.0	1.0
2967.0	0.9999999999999999
2968.0	1.0000000000000002
2969.0	1.0000000000000002
2970.0	1.0
2971.0	1.0
2972.0	1.0000000000000002
2973.0	1.0000000000000002
2974.0	1.0
2975.0	1.0000000000000004
2976.0	1.0000000000000002
2977.0	1.0
2978.0	1.0000000000000004
2979.0	1.0000000000000004
2980.0	1.0
2981.0	1.0
2982.0	1.0000000000000004
2983.0	1.0000000000000002
2984.0	1.0
2985.0	1.0
2986.0	1.0000000000000004
2987.0	1.0000000000000002
2988.0	1.0000000000000002
2989.0	1.0
2990.0	1.0
2991.0	1.0
2992.0	1.0
2993.0	1.0000000000000002
2994.0	1.0000000000000002
2995.0	1.0
2996.0	1.0
2997.0	0.9999999999999998
2998.0	1.0000000000000002
2999.0	1.0000000000000002
3000.0	1.0
3001.0	1.0000000000000004
3002.0	0.9999999999999999
3003.0	1.0000000000000002
3004.0	1.0000000000000002
3005.0	1.0000000000000002
3006.0	1.0000000000000002
3007.0	1.0
3008.0	0.9999999999999998
3009.0	1.0000000000000002
3010.0	1.0000000000000002
3011.0	1.0
3012.0	1.0000000000000002
3013.0	1.0000000000000002
3014.0	1.0
3015.0	0.9999999999999999
3016.0	1.0
3017.0	1.0
3018.0	1.0000000000000002
3019.0	1.0
3020.0	1.0000000000000002
3021.0	1.0000000000000002
3022.0	1.0000000000000002
3023.0	1.0
3024.0	1.0
3025.0	1.0000000000000002
3026.0	1.0
3027.0	1.0000000000000004
3028.0	0.9999999999999999
3029.0	1.0
3030.0	1.0000000000000004
3031.0	1.0000000000000002
3032.0	1.0000000000000002
3033.0	1.0
3034.0	0.9999999999999999
3035.0	1.0000000000000002
3036.0	1.0
3037.0	1.0
3038.0	1.0000000000000004
3039.0	1.0000000000000002
3040.0	1.0
3041.0	1.0
3042.0	1.0000000000000002
3043.0	1.0
3044.0	1.0
3045.0	1.0000000000000002
3046.0	1.0
3047.0	1.0
3048.0	1.0
3049.0	1.0
3050.0	1.0
3051.0	1.0000000000000002
3052.0	1.0000000000000002
3053.0	1.0
3054.0	0.9999999999999999
3055.0	1.0000000000000002
3056.0	1.0000000000000002
3057.0	1.0
3058.0	1.0000000000000002
3059.0	1.0
3060.0	1.0
3061.0	1.0000000000000002
3062.0	1.0
3063.0	1.0
3064.0	1.0000000000000002
3065.0	1.0
3066.0	1.0000000000000004
3067.0	0.9999999999999999
3068.0	1.0
3069.0	1.0
3070.0	1.0
3071.0	1.0000000000000002
3072.0	1.0
3073.0	1.0
3074.0	1.0000000000000002
3075.0	1.0
3076.0	1.0
3077.0	1.0000000000000002
3078.0	1.0000000000000004
3079.0	1.0
3080.0	1.0000000000000004
3081.0	1.0000000000000002
3082.0	1.0
3083.0	1.0
3084.0	1.0000000000000004
3085.0	1.0000000000000002
3086.0	1.0000000000000004
3087.0	1.0000000000000004
3088.0	1.0000000000000002
3089.0	1.0
3090.0	1.0000000000000004
3091.0	1.0
3092.0	0.9999999999999999
3093.0	1.0000000000000002
3094.0	1.0
3095.0	1.0
3096.0	1.0000000000000002
3097.0	1.0
3098.0	1.0
3099.0	1.0000000000000002
3100.0	1.0
3101.0	1.0000000000000004
3102.0	1.0
3103.0	1.0
3104.0	1.0
3105.0	1.0
3106.0	1.0
3107.0	1.0000000000000004
3108.0	1.0000000000000002
3109.0	1.0
3110.0	1.0000000000000004
3111.0	1.0000000000000002
3112.0	1.0
3113.0	1.0000000000000004
3114.0	1.0000000000000002
3115.0	1.0
3116.0	1.0
3117.0	1.0
3118.0	1.0
3119.0	1.0
3120.0	1.0000000000000002
3121.0	1.0
3122.0	1.0000000000000004
3123.0	1.0
3124.0	1.0
3125.0	1.0000000000000004
3126.0	1.0000000000000002
3127.0	1.0
3128.0	1.0000000000000004
3129.0	1.0000000000000002
3130.0	1.0
3131.0	1.0000000000000004
3132.0	1.0000000000000002
3133.0	1.0
3134.0	1.0000000000000002
3135.0	1.0
3136.0	1.0
3137.0	1.0000000000000002
3138.0	1.0
3139.0	1.0000000000000004
3140.0	0.9999999999999999
3141.0	1.0000000000000002
3142.0	1.0
3143.0	1.0
3144.0	1.0
3145.0	1.0
3146.0	1.0000000000000002
3147.0	1.0
3148.0	1.0000000000000004
3149.0	1.0000000000000002
3150.0	1.0
3151.0	1.0000000000000004
3152.0	1.0000000000000004
3153.0	1.0
3154.0	1.0000000000000002
3155.0	1.0000000000000002
3156.0	1.0
3157.0	1.0000000000000004
3158.0	1.0
3159.0	1.0
3160.0	1.0000000000000004
3161.0	1.0
3162.0	1.0
3163.0	1.0000000000000002
3164.0	1.0
3165.0	1.0000000000000002
3166.0	1.0
3167.0	1.0
3168.0	1.0000000000000002
3169.0	1.0000000000000002
3170.0	1.0000000000000002
3171.0	1.0000000000000002
3172.0	1.0000000000000004
3173.0	0.9999999999999999
3174.0	1.0000000000000002
3175.0	1.0000000000000004
3176.0	1.0000000000000002
3177.0	1.0
3178.0	1.0000000000000004
3179.0	1.0
3180.0	1.0000000000000004
3181.0	0.9999999999999999
3182.0	1.0
3183.0	1.0
3184.0	1.0000000000000002
3185.0	1.0
3186.0	1.0000000000000004
3187.0	1.0000000000000002
3188.0	1.0
3189.0	1.0000000000000004
3190.0	1.0000000000000002
3191.0	1.0
3192.0	1.0000000000000004
3193.0	1.0
3194.0	1.0
3195.0	1.0000000000000002
3196.0	1.0
3197.0	1.0000000000000004
3198.0	1.0000000000000002
3199.0	1.0
3200.0	1.0000000000000002
3201.0	1.0
3202.0	1.0000000000000004
3203.0	1.0000000000000002
3204.0	1.0
3205.0	1.0000000000000002
3206.0	1.0
3207.0	1.0
3208.0	1.0000000000000002
3209.0	1.0
3210.0	1.0000000000000002
3211.0	1.0
3212.0	1.0
3213.0	1.0000000000000004
3214.0	1.0
3215.0	1.0000000000000004
3216.0	1.0000000000000002
3217.0	1.0
3218.0	1.0000000000000002
3219.0	1.0000000000000002
3220.0	1.0000000000000004
3221.0	1.0000000000000002
3222.0	1.0
3223.0	1.0000000000000002
3224.0	1.0
3225.0	1.0
3226.0	1.0000000000000002
3227.0	1.0000000000000002
3228.0	1.0
3229.0	1.0000000000000002
3230.0	1.0
3231.0	1.0000000000000004
3232.0	1.0
3233.0	1.0000000000000002
3234.0	1.0000000000000002
3235.0	1.0
3236.0	1.0000000000000002
3237.0	1.0
3238.0	1.0000000000000004
3239.0	1.0000000000000002
3240.0	1.0000000000000004
3241.0	1.0000000000000002
3242.0	1.0
3243.0	1.0000000000000004
3244.0	1.0
3245.0	1.0
3246.0	1.0
3247.0	1.0
3248.0	1.0
3249.0	1.0
3250.0	1.0000000000000002
3251.0	1.0000000000000002
3252.0	1.0
3253.0	1.0000000000000002
3254.0	1.0
3255.0	1.0000000000000002
3256.0	1.0
3257.0	1.0
3258.0	1.0000000000000002
3259.0	1.0
3260.0	1.0000000000000004
3261.0	1.0000000000000002
3262.0	1.0
3263.0	1.0000000000000002
3264.0	1.0
3265.0	1.0000000000000004
3266.0	1.0000000000000002
3267.0	1.0000000000000004
3268.0	1.0000000000000002
3269.0	1.0
3270.0	1.0000000000000002
3271.0	1.0
3272.0	1.0000000000000004
3273.0	1.0
3274.0	1.0000000000000004
3275.0	0.9999999999999998
3276.0	1.0
3277.0	0.9999999999999999
3278.0	1.0000000000000002
3279.0	1.0000000000000002
3280.0	1.0000000000000002
3281.0	1.0
3282.0	1.0
3283.0	1.0000000000000002
3284.0	1.0
3285.0	1.0000000000000004
3286.0	1.0000000000000002
3287.0	1.0
3288.0	1.0000000000000004
3289.0	1.0000000000000002
3290.0	1.0
3291.0	1.0000000000000004
3292.0	1.0
3293.0	1.0000000000000002
3294.0	1.0
3295.0	1.0000000000000004
3296.0	1.0000000000000002
3297.0	1.0
3298.0	1.0000000000000002
3299.0	1.0
3300.0	1.0000000000000002
3301.0	1.0000000000000002
3302.0	1.0
3303.0	1.0000000000000002
3304.0	1.0000000000000004
3305.0	1.0000000000000002
3306.0	1.0000000000000004
3307.0	1.0
3308.0	1.0000000000000002
3309.0	1.0000000000000004
3310.0	1.0000000000000002
3311.0	1.0000000000000004
3312.0	0.9999999999999998
3313.0	1.0000000000000004
3314.0	1.0000000000000002
3315.0	1.0
3316.0	1.0000000000000002
3317.0	1.0
3318.0	1.0000000000000004
3319.0	1.0000000000000002
3320.0	1.0
3321.0	1.0000000000000002
3322.0	1.0
3323.0	1.0000000000000004
3324.0	1.0
3325.0	1.0
3326.0	1.0000000000000002
3327.0	1.0000000000000004
3328.0	1.0000000000000002
3329.0	1.0
3330.0	1.0000000000000002
3331.0	1.0
3332.0	1.0000000000000002
3333.0	1.0000000000000002
3334.0	1.0000000000000004
3335.0	1.0
3336.0	1.0
3337.0	1.0
3338.0	1.0
3339.0	1.0000000000000002
3340.0	1.0000000000000002
3341.0	1.0
3342.0	1.0000000000000002
3343.0	1.0
3344.0	1.0000000000000004
3345.0	1.0
3346.0	0.9999999999999999
3347.0	1.0
3348.0	1.0
3349.0	1.0000000000000002
3350.0	1.0
3351.0	1.0
3352.0	1.0
3353.0	1.0
3354.0	1.0000000000000002
3355.0	1.0
3356.0	1.0000000000000004
3357.0	1.0
3358.0	1.0000000000000002
3359.0	1.0
3360.0	1.0000000000000002
3361.0	1.0000000000000002
3362.0	1.0
3363.0	1.0000000000000004
3364.0	1.0
3365.0	1.0000000000000004
3366.0	1.0000000000000002
3367.0	1.0
3368.0	1.0000000000000002
3369.0	1.0
3370.0	1.0000000000000002
3371.0	1.0000000000000002
3372.0	1.0
3373.0	1.0000000000000002
3374.0	1.0
3375.0	1.0000000000000002
3376.0	0.9999999999999999
3377.0	1.0000000000000002
3378.0	1.0
3379.0	1.0000000000000002
3380.0	1.0
3381.0	1.0000000000000002
3382.0	1.0
3383.0	1.0
3384.0	1.0
3385.0	0.9999999999999999
3386.0	1.0
3387.0	1.0000000000000004
3388.0	1.0
3389.0	1.0000000000000004
3390.0	1.0
3391.0	1.0
3392.0	1.0000000000000002
3393.0	1.0000000000000004
3394.0	1.0000000000000002
3395.0	1.0000000000000002
3396.0	1.0
3397.0	1.0000000000000004
3398.0	1.0000000000000002
3399.0	1.0000000000000004
3400.0	1.0
3401.0	1.0
3402.0	1.0000000000000002
3403.0	1.0000000000000004
3404.0	1.0
3405.0	1.0000000000000002
3406.0	1.0
3407.0	1.0000000000000002
3408.0	1.0
3409.0	1.0000000000000002
3410.0	1.0
3411.0	1.0000000000000002
3412.0	1.0
3413.0	1.0000000000000002
3414.0	1.0
3415.0	1.0000000000000002
3416.0	1.0
3417.0	1.0000000000000002
3418.0	1.0
3419.0	1.0000000000000002
3420.0	1.0
3421.0	1.0000000000000002
3422.0	1.0
3423.0	1.0000000000000004
3424.0	1.0
3425.0	1.0000000000000002
3426.0	1.0
3427.0	1.0
3428.0	0.9999999999999999
3429.0	1.0
3430.0	0.9999999999999999
3431.0	1.0000000000000002
3432.0	1.0
3433.0	1.0000000000000002
3434.0	1.0
3435.0	1.0000000000000004
3436.0	1.0
3437.0	1.0000000000000002
3438.0	1.0000000000000004
3439.0	1.0
3440.0	1.0
3441.0	1.0000000000000002
3442.0	1.0000000000000002
3443.0	1.0
3444.0	1.0000000000000002
3445.0	1.0
3446.0	1.0000000000000002
3447.0	1.0000000000000004
3448.0	1.0
3449.0	1.0000000000000004
3450.0	1.0
3451.0	1.0000000000000002
3452.0	1.0
3453.0	1.0000000000000004
3454.0	1.0
3455.0	1.0000000000000002
3456.0	1.0000000000000004
3457.0	1.0000000000000002
3458.0	1.0
3459.0	1.0000000000000004
3460.0	1.0
3461.0	1.0000000000000002
3462.0	1.0000000000000004
3463.0	1.0000000000000002
3464.0	1.0000000000000004
3465.0	1.0000000000000002
3466.0	1.0
3467.0	1.0000000000000002
3468.0	1.0
3469.0	1.0
3470.0	1.0000000000000004
3471.0	1.0
3472.0	1.0
3473.0	1.0
3474.0	1.0000000000000002
3475.0	1.0
3476.0	1.0000000000000002
3477.0	1.0
3478.0	1.0
3479.0	1.0000000000000002
3480.0	1.0
3481.0	1.0
3482.0	1.0000000000000002
3483.0	1.0
3484.0	1.0000000000000002
3485.0	1.0
3486.0	1.0
3487.0	1.0000000000000004
3488.0	1.0
3489.0	1.0000000000000002
3490.0	0.9999999999999999
3491.0	1.0
3492.0	1.0
3493.0	1.0
3494.0	1.0000000000000004
3495.0	1.0
3496.0	1.0000000000000002
3497.0	1.0
3498.0	1.0
3499.0	1.0
3500.0	1.0
3501.0	1.0000000000000002
3502.0	1.0000000000000004
3503.0	1.0000000000000002
3504.0	1.0000000000000002
3505.0	1.0
3506.0	1.0000000000000002
3507.0	1.0000000000000004
3508.0	1.0
3509.0	1.0
3510.0	1.0
3511.0	1.0
3512.0	0.9999999999999999
3513.0	1.0
3514.0	1.0
3515.0	1.0
3516.0	1.0
3517.0	1.0000000000000002
3518.0	1.0
3519.0	1.0000000000000002
3520.0	1.0
3521.0	1.0
3522.0	1.0000000000000002
3523.0	1.0000000000000004
3524.0	1.0000000000000002
3525.0	1.0000000000000002
3526.0	1.0
3527.0	1.0000000000000002
3528.0	1.0000000000000002
3529.0	1.0
3530.0	1.0000000000000004
3531.0	1.0
3532.0	1.0
3533.0	1.0000000000000004
3534.0	1.0
3535.0	1.0
3536.0	1.0000000000000002
3537.0	1.0
3538.0	1.0000000000000002
3539.0	1.0000000000000004
3540.0	1.0
3541.0	1.0000000000000002
3542.0	1.0000000000000002
3543.0	1.0
3544.0	1.0000000000000002
3545.0	1.0000000000000004
3546.0	1.0
3547.0	1.0000000000000002
3548.0	1.0000000000000002
3549.0	1.0
3550.0	1.0000000000000002
3551.0	1.0000000000000004
3552.0	1.0
3553.0	1.0000000000000002
3554.0	1.0000000000000004
3555.0	1.0000000000000004
3556.0	1.0000000000000004
3557.0	1.0000000000000002
3558.0	1.0
3559.0	1.0
3560.0	1.0000000000000004
3561.0	1.0000000000000004
3562.0	0.9999999999999999
3563.0	1.0000000000000002
3564.0	1.0000000000000004
3565.0	1.0
3566.0	1.0
3567.0	1.0000000000000002
3568.0	1.0
3569.0	1.0
3570.0	1.0000000000000002
3571.0	1.0
3572.0	1.0
3573.0	1.0000000000000002
3574.0	1.0000000000000002
3575.0	1.0
3576.0	1.0
3577.0	1.0000000000000004
3578.0	1.0
3579.0	1.0000000000000002
3580.0	1.0000000000000004
3581.0	1.0
3582.0	1.0
3583.0	1.0000000000000002
3584.0	1.0000000000000004
3585.0	1.0
3586.0	1.0000000000000002
3587.0	1.0000000000000002
3588.0	1.0
3589.0	1.0
3590.0	1.0
3591.0	1.0000000000000004
3592.0	1.0
3593.0	1.0
3594.0	1.0000000000000002
3595.0	1.0000000000000002
3596.0	1.0
3597.0	1.0
3598.0	1.0000000000000002
3599.0	1.0
3600.0	1.0
3601.0	1.0000000000000002
3602.0	1.0
3603.0	1.0000000000000002
3604.0	1.0000000000000002
3605.0	1.0000000000000002
3606.0	1.0
3607.0	1.0000000000000002
3608.0	1.0000000000000002
3609.0	1.0000000000000002
3610.0	1.0000000000000004
3611.0	1.0
3612.0	1.0000000000000002
3613.0	1.0
3614.0	1.0
3615.0	1.0000000000000002
3616.0	1.0000000000000004
3617.0	1.0
3618.0	1.0000000000000002
3619.0	1.0
3620.0	1.0000000000000002
3621.0	1.0
3622.0	1.0
3623.0	1.0000000000000004
3624.0	1.0000000000000004
3625.0	1.0
3626.0	1.0
3627.0	1.0
3628.0	1.0000000000000002
3629.0	1.0
3630.0	1.0
